mot1,mot2,relation
grille,dimension r_quantificateur,r_quantificateur
portail,dimension r_quantificateur,r_quantificateur
porte,dimension r_quantificateur,r_quantificateur
seuil,hauteur r_quantificateur,r_quantificateur
passage,dimension r_quantificateur,r_quantificateur
corridor,dimension r_quantificateur,r_quantificateur
couloir,dimension r_quantificateur,r_quantificateur
galerie,dimension r_quantificateur,r_quantificateur
tunnel,dimension r_quantificateur,r_quantificateur
souterrain,dimension r_quantificateur,r_quantificateur
conduit,dimension r_quantificateur,r_quantificateur
canal,dimension r_quantificateur,r_quantificateur
tube,dimension r_quantificateur,r_quantificateur
tuyau,dimension r_quantificateur,r_quantificateur
pipe,dimension r_quantificateur,r_quantificateur
conduite,dimension r_quantificateur,r_quantificateur
canalisation,dimension r_quantificateur,r_quantificateur
tuyauterie,dimension r_quantificateur,r_quantificateur
plomberie,dimension r_quantificateur,r_quantificateur
reseau,etendue r_quantificateur,r_quantificateur
systeme,etendue r_quantificateur,r_quantificateur
installation,etendue r_quantificateur,r_quantificateur
equipement,quantite r_quantificateur,r_quantificateur
materiel,quantite r_quantificateur,r_quantificateur
outillage,quantite r_quantificateur,r_quantificateur
machinerie,quantite r_quantificateur,r_quantificateur
appareillage,quantite r_quantificateur,r_quantificateur
dispositif,quantite r_quantificateur,r_quantificateur
mecanisme,quantite r_quantificateur,r_quantificateur
engin,quantite r_quantificateur,r_quantificateur
machine,quantite r_quantificateur,r_quantificateur
instrument,quantite r_quantificateur,r_quantificateur
outil,quantite r_quantificateur,r_quantificateur
ustensile,quantite r_quantificateur,r_quantificateur
accessoire,quantite r_quantificateur,r_quantificateur
piece,quantite r_quantificateur,r_quantificateur
element,quantite r_quantificateur,r_quantificateur
composant,quantite r_quantificateur,r_quantificateur
constituant,quantite r_quantificateur,r_quantificateur
ingredient,quantite r_quantificateur,r_quantificateur
composante,quantite r_quantificateur,r_quantificateur
partie,quantite r_quantificateur,r_quantificateur
fragment,quantite r_quantificateur,r_quantificateur
morceau,quantite r_quantificateur,r_quantificateur
bribe,quantite r_quantificateur,r_quantificateur
lambeau,quantite r_quantificateur,r_quantificateur
debris,quantite r_quantificateur,r_quantificateur
reste,quantite r_quantificateur,r_quantificateur
residu,quantite r_quantificateur,r_quantificateur
dechet,quantite r_quantificateur,r_quantificateur
rebut,quantite r_quantificateur,r_quantificateur
ordure,quantite r_quantificateur,r_quantificateur
detritus,quantite r_quantificateur,r_quantificateur
immondice,quantite r_quantificateur,r_quantificateur
poubelle,quantite r_quantificateur,r_quantificateur
decharge,quantite r_quantificateur,r_quantificateur
depotoir,quantite r_quantificateur,r_quantificateur
amas,concentration r_quantificateur,r_quantificateur
monceau,quantite r_quantificateur,r_quantificateur
montagne,quantite r_quantificateur,r_quantificateur
colline,hauteur r_quantificateur,r_quantificateur
butte,hauteur r_quantificateur,r_quantificateur
tertre,hauteur r_quantificateur,r_quantificateur
monticule,hauteur r_quantificateur,r_quantificateur
elevation,altitude r_quantificateur,r_quantificateur
relief,hauteur r_quantificateur,r_quantificateur
sommet,hauteur r_quantificateur,r_quantificateur
cime,hauteur r_quantificateur,r_quantificateur
pic,hauteur r_quantificateur,r_quantificateur
crete,hauteur r_quantificateur,r_quantificateur
faite,hauteur r_quantificateur,r_quantificateur
apogee,hauteur r_quantificateur,r_quantificateur
zenith,hauteur r_quantificateur,r_quantificateur
maximum,quantite r_quantificateur,r_quantificateur
optimum,quantite r_quantificateur,r_quantificateur
plafond,limite r_quantificateur,r_quantificateur
limite,quantite r_quantificateur,r_quantificateur
borne,limite r_quantificateur,r_quantificateur
seuil,limite r_quantificateur,r_quantificateur
plancher,limite r_quantificateur,r_quantificateur
minimum,quantite r_quantificateur,r_quantificateur
nadir,profondeur r_quantificateur,r_quantificateur
creux,intensite r_quantificateur,r_quantificateur
base,quantite r_quantificateur,r_quantificateur
fond,profondeur r_quantificateur,r_quantificateur
fondement,base r_quantificateur,r_quantificateur
fondation,base r_quantificateur,r_quantificateur
soubassement,base r_quantificateur,r_quantificateur
assise,base r_quantificateur,r_quantificateur
support,capacite r_quantificateur,r_quantificateur
soutien,capacite r_quantificateur,r_quantificateur
appui,capacite r_quantificateur,r_quantificateur
etai,capacite r_quantificateur,r_quantificateur
bequille,capacite r_quantificateur,r_quantificateur
pilier,capacite r_quantificateur,r_quantificateur
colonne,capacite r_quantificateur,r_quantificateur
poteau,hauteur r_quantificateur,r_quantificateur
pylone,hauteur r_quantificateur,r_quantificateur
mat,hauteur r_quantificateur,r_quantificateur
perche,longueur r_quantificateur,r_quantificateur
chef,groupe r_social_tie,r_social_tie
directeur,societe r_social_tie,r_social_tie
president,association r_social_tie,r_social_tie
patron,entreprise r_social_tie,r_social_tie
responsable,equipe r_social_tie,r_social_tie
dirigeant,organisation r_social_tie,r_social_tie
gerant,magasin r_social_tie,r_social_tie
manager,departement r_social_tie,r_social_tie
superviseur,service r_social_tie,r_social_tie
coordinateur,projet r_social_tie,r_social_tie
leader,mouvement r_social_tie,r_social_tie
capitaine,equipe r_social_tie,r_social_tie
commandant,bataillon r_social_tie,r_social_tie
general,armee r_social_tie,r_social_tie
colonel,regiment r_social_tie,r_social_tie
major,compagnie r_social_tie,r_social_tie
lieutenant,section r_social_tie,r_social_tie
sergent,peloton r_social_tie,r_social_tie
caporal,escouade r_social_tie,r_social_tie
soldat,troupe r_social_tie,r_social_tie
membre,famille r_social_tie,r_social_tie
pere,enfant r_social_tie,r_social_tie
mere,bebe r_social_tie,r_social_tie
fils,parent r_social_tie,r_social_tie
fille,mere r_social_tie,r_social_tie
frere,sœur r_social_tie,r_social_tie
sœur,frere r_social_tie,r_social_tie
grand pere,petit fils r_social_tie,r_social_tie
grand mere,petite fille r_social_tie,r_social_tie
oncle,neveu r_social_tie,r_social_tie
tante,niece r_social_tie,r_social_tie
cousin,cousine r_social_tie,r_social_tie
neveu,oncle r_social_tie,r_social_tie
niece,tante r_social_tie,r_social_tie
parrain,filleul r_social_tie,r_social_tie
marraine,filleule r_social_tie,r_social_tie
filleul,parrain r_social_tie,r_social_tie
filleule,marraine r_social_tie,r_social_tie
epoux,epouse r_social_tie,r_social_tie
mari,femme r_social_tie,r_social_tie
femme,mari r_social_tie,r_social_tie
conjoint,conjointe r_social_tie,r_social_tie
compagnon,compagne r_social_tie,r_social_tie
fiance,fiancee r_social_tie,r_social_tie
petit ami,petite amie r_social_tie,r_social_tie
amant,amante r_social_tie,r_social_tie
ami,ami r_social_tie,r_social_tie
camarade,camarade r_social_tie,r_social_tie
copain,copine r_social_tie,r_social_tie
collegue,bureau r_social_tie,r_social_tie
confrere,profession r_social_tie,r_social_tie
consœur,metier r_social_tie,r_social_tie
associe,affaire r_social_tie,r_social_tie
partenaire,entreprise r_social_tie,r_social_tie
collaborateur,projet r_social_tie,r_social_tie
coequipier,equipe r_social_tie,r_social_tie
complice,action r_social_tie,r_social_tie
allie,cause r_social_tie,r_social_tie
partisan,mouvement r_social_tie,r_social_tie
adherent,parti r_social_tie,r_social_tie
militant,organisation r_social_tie,r_social_tie
sympathisant,idee r_social_tie,r_social_tie
supporter,club r_social_tie,r_social_tie
fan,artiste r_social_tie,r_social_tie
admirateur,personnalite r_social_tie,r_social_tie
disciple,maitre r_social_tie,r_social_tie
eleve,professeur r_social_tie,r_social_tie
etudiant,universite r_social_tie,r_social_tie
ecolier,ecole r_social_tie,r_social_tie
apprenant,formation r_social_tie,r_social_tie
stagiaire,stage r_social_tie,r_social_tie
apprenti,maitre r_social_tie,r_social_tie
novice,domaine r_social_tie,r_social_tie
debutant,activite r_social_tie,r_social_tie
professeur,classe r_social_tie,r_social_tie
enseignant,matiere r_social_tie,r_social_tie
instituteur,ecole r_social_tie,r_social_tie
maitre,eleve r_social_tie,r_social_tie
formateur,formation r_social_tie,r_social_tie
instructeur,cours r_social_tie,r_social_tie
tuteur,eleve r_social_tie,r_social_tie
mentor,protege r_social_tie,r_social_tie
guide,groupe r_social_tie,r_social_tie
conseiller,client r_social_tie,r_social_tie
expert,domaine r_social_tie,r_social_tie
specialiste,sujet r_social_tie,r_social_tie
consultant,entreprise r_social_tie,r_social_tie
medecin,patient r_social_tie,r_social_tie
docteur,malade r_social_tie,r_social_tie
infirmier,patient r_social_tie,r_social_tie
chirurgien,hopital r_social_tie,r_social_tie
dentiste,cabinet r_social_tie,r_social_tie
pharmacien,pharmacie r_social_tie,r_social_tie
therapeute,patient r_social_tie,r_social_tie
psychologue,consultation r_social_tie,r_social_tie
psychiatre,clinique r_social_tie,r_social_tie
avocat,client r_social_tie,r_social_tie
notaire,etude r_social_tie,r_social_tie
juge,tribunal r_social_tie,r_social_tie
procureur,parquet r_social_tie,r_social_tie
magistrat,cour r_social_tie,r_social_tie
huissier,justice r_social_tie,r_social_tie
greffier,tribunal r_social_tie,r_social_tie
policier,commissariat r_social_tie,r_social_tie
gendarme,brigade r_social_tie,r_social_tie
inspecteur,police r_social_tie,r_social_tie
detective,agence r_social_tie,r_social_tie
garde,securite r_social_tie,r_social_tie
vigile,entreprise r_social_tie,r_social_tie
pompier,caserne r_social_tie,r_social_tie
sauveteur,plage r_social_tie,r_social_tie
secouriste,equipe r_social_tie,r_social_tie
pretre,paroisse r_social_tie,r_social_tie
pasteur,eglise r_social_tie,r_social_tie
imam,mosquee r_social_tie,r_social_tie
rabbin,synagogue r_social_tie,r_social_tie
moine,monastere r_social_tie,r_social_tie
religieux,ordre r_social_tie,r_social_tie
eveque,diocese r_social_tie,r_social_tie
cardinal,eglise r_social_tie,r_social_tie
pape,eglise r_social_tie,r_social_tie
maire,ville r_social_tie,r_social_tie
depute,circonscription r_social_tie,r_social_tie
senateur,region r_social_tie,r_social_tie
ministre,gouvernement r_social_tie,r_social_tie
secretaire,cabinet r_social_tie,r_social_tie
conseiller,mairie r_social_tie,r_social_tie
prefet,departement r_social_tie,r_social_tie
ambassadeur,pays r_social_tie,r_social_tie
consul,consulat r_social_tie,r_social_tie
diplomate,ambassade r_social_tie,r_social_tie
fonctionnaire,administration r_social_tie,r_social_tie
employe,fonction r_social_tie,r_social_tie
agent,service r_social_tie,r_social_tie
ouvrier,usine r_social_tie,r_social_tie
artisan,atelier r_social_tie,r_social_tie
commercant,boutique r_social_tie,r_social_tie
vendeur,magasin r_social_tie,r_social_tie
caissier,caisse r_social_tie,r_social_tie
serveur,restaurant r_social_tie,r_social_tie
cuisinier,cuisine r_social_tie,r_social_tie
chef,cuisine r_social_tie,r_social_tie
patissier,patisserie r_social_tie,r_social_tie
boulanger,boulangerie r_social_tie,r_social_tie
boucher,boucherie r_social_tie,r_social_tie
poissonnier,poissonnerie r_social_tie,r_social_tie
epicier,epicerie r_social_tie,r_social_tie
libraire,librairie r_social_tie,r_social_tie
fleuriste,fleuriste r_social_tie,r_social_tie
coiffeur,salon r_social_tie,r_social_tie
estheticienne,institut r_social_tie,r_social_tie
banquier,banque r_social_tie,r_social_tie
comptable,cabinet r_social_tie,r_social_tie
economiste,institut r_social_tie,r_social_tie
financier,societe r_social_tie,r_social_tie
trader,bourse r_social_tie,r_social_tie
courtier,bourse r_social_tie,r_social_tie
agent,assurance r_social_tie,r_social_tie
assureur,compagnie r_social_tie,r_social_tie
architecte,cabinet r_social_tie,r_social_tie
ingenieur,bureau r_social_tie,r_social_tie
technicien,laboratoire r_social_tie,r_social_tie
mecanicien,garage r_social_tie,r_social_tie
electricien,entreprise r_social_tie,r_social_tie
plombier,societe r_social_tie,r_social_tie
macon,chantier r_social_tie,r_social_tie
charpentier,chantier r_social_tie,r_social_tie
menuisier,atelier r_social_tie,r_social_tie
peintre,batiment r_social_tie,r_social_tie
jardinier,jardin r_social_tie,r_social_tie
paysagiste,entreprise r_social_tie,r_social_tie
agriculteur,ferme r_social_tie,r_social_tie
eleveur,exploitation r_social_tie,r_social_tie
berger,troupeau r_social_tie,r_social_tie
paysan,terre r_social_tie,r_social_tie
vigneron,vignoble r_social_tie,r_social_tie
viticulteur,domaine r_social_tie,r_social_tie
pecheur,bateau r_social_tie,r_social_tie
marin,navire r_social_tie,r_social_tie
capitaine,bateau r_social_tie,r_social_tie
pilote,avion r_social_tie,r_social_tie
steward,compagnie r_social_tie,r_social_tie
hotesse,air r_social_tie,r_social_tie
conducteur,train r_social_tie,r_social_tie
chauffeur,bus r_social_tie,r_social_tie
routier,camion r_social_tie,r_social_tie
livreur,societe r_social_tie,r_social_tie
facteur,poste r_social_tie,r_social_tie
postier,bureau r_social_tie,r_social_tie
journaliste,journal r_social_tie,r_social_tie
reporter,presse r_social_tie,r_social_tie
redacteur,magazine r_social_tie,r_social_tie
editeur,maison r_social_tie,r_social_tie
ecrivain,livre r_social_tie,r_social_tie
auteur,œuvre r_social_tie,r_social_tie
poete,poesie r_social_tie,r_social_tie
